pl_name,rastr,ra,decstr,dec,pl_massj,pl_masse,pl_orbsmax,st_mass,sy_dist,ml_dists,ml_tsepmin,ml_sepminnorm,ml_xtimeein,ml_radsnorm,ml_sepinsnorp,ml_massratio,ml_angstlax,ml_magis,ml_magibl,ml_radeinang,ml_pmrells,glon,glat,ml_plxrel,ml_plxmicro,ml_plxmicron,ml_plxmicroe,ml_dsdt,ml_dalphadt,ml_radsang,ml_radsphy,ml_xtimesrc,ml_efftime,ml_pms,ml_magvs,ml_magvso,ml_magiso,ml_magjs,ml_magjso,ml_maghs,ml_maghso,ml_magks,ml_magkso,ml_magibase,sy_vmag,sy_icmag,sy_jmag,sy_hmag,sy_kmag,ml_extvfld,ml_extifld,ml_extjfld,ml_exthfld,ml_extkfld
KMT-2019-BLG-1953L b,17h56m27.90s,269.11625,-28d12m04.00s,-28.201111,,,,,,8000,2458702.012,0.00236,16.18,2.4,2.3,19.1,2.5,20.68,,0.25,5.7,1.84965,-1.67021,,,,,,,0.61,,,,,,,18.39,,,,,,,,,,,,,,,,,
MOA-2013-BLG-605L b,17h58m42.85s,272.019257,-29d23m53.66s,-29.731583,0.06475,20.58,4.18,0.198,3550,,2456573.054,-0.0796,19.83,3.72,2.344,3.124,3.1568,18.112,18.588,0.503,9.03,1.76466,-4.63415,,0.312,0.289,-0.118,-0.304,0.04,1.87,,,,,,,,,,15.856,15.59,,15.6,,,,,,,,,,,
KMT-2019-BLG-1953L b,17h56m27.90s,269.11625,-28d12m04.00s,-28.201111,,,,,,8000,2458702.015,0.00104,16.02,2.41,0.41,18.2,2.433,20.68,,0.25,5.7,1.84965,-1.67021,,,,,,,0.61,,,,,,,18.39,,,,,,,,,,,,,,,,,
OGLE-2005-BLG-390L b,17h54m19.2s,268.579958,-30d22m38s,-30.377306,0.017,5.5,2.6,0.22,6600,8000,2453582.735,0.359,11.03,,1.61,0.76,2.756,,,,,359.73255,-2.36161,,,,,,,5.25,9.6,0.282,,,,,14.25,,,,,,,,,,,,,,,,,
OGLE-2012-BLG-0950L b,18h08m04.62s,272.019257,-29d43m53.7s,-29.731583,0.11,36,2.7,0.55,3400,,2456151.48,-0.1,68.5,3,0.893,1.9,1.195,19.3,,0.86,4.6,1.76466,-4.63415,,0.19,0.08,-0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,
OGLE-2016-BLG-1067L b,18h12m49.08s,273.2045,-27d00m45.5s,-27.012639,0.43,140,1.71,0.31,3780,7660,2457564.312,-0.442,27.6,4.8,0.785,13.17,1.43,18.8,,,,4.66003,-4.25075,,,0.196,-0.054,,,0.815,,,,,,,18.01,,,,,,,,,,,,,,,,,
OGLE-2005-BLG-071L b,17h50m09.77s,267.540708,-34d40m23.5s,-34.673194,3.8,1200,3.6,0.46,3200,8600,2453480.702,0.0287,69.3,0.61,1.305,77,4.776,19.49,21.4,0.84,,355.58019,-3.78643,0.19,,-0.02,-0.22,-0.283,-1.242,,,,,,20.82,,18.31,,,,,,,,,,,,,,1.2,,,
OGLE-2018-BLG-0740L b,18h08m42.47s,272.176958,-29d50m08.9s,-29.835806,1.1,350,1.5,0.47,7200,8000,2458254.347,0.038,62.63,0.99,0.91,23,2.52,21.54,17.13,0.28,1.65,1.73882,-4.80424,0.188,,,,,,0.28,,,,,,,21.53,,,,,,,16.87,18.21,17.13,,,,,0.5,,,
OGLE-2016-BLG-1190L b,17h58m52.30s,269.717926,-27d36m48.8s,-27.613556,13.38,4253,2.17,0.88,6770,8700,2457582.157,-0.01797,93.532,0.93,0.604,144.6,0.038,,,0.49,,2.6247,-1.83687,,,0.067,0.004,-0.265,-1.536,0.455,,,,,,,19.35,,,19.06,,,,,,,,,,,,,,
OGLE-2017-BLG-0373L b,17h57m19.06s,269.329407,-31d57m06.2s,-31.951723,0.189,60.1,2.575,0.276,5810,,2457840.636,0.371,12.849,2.466,1.349,6.51,2.465,,,0.317,8.91,358.6906,-3.70602,,,,,,,0.781,,0.032,4.765,,,,18.14,,,,,,,,,,,,,,,,,
OGLE-2007-BLG-368L b,17h56m25.96s,269.108167,-32d14m14.7s,-32.237417,0.06,20,2.8,0.64,5900,,2454311.12,0.0793,55.4,1.55,0.9255,0.95,0.478,19.51,,0.529,3.5,358.34879,-3.6861,,,,,,,0.82,,,,,,,18.08,,,16.53,17.23,16.23,17.16,,17.71,,,,,,1.43,,,
OGLE-2018-BLG-0596L b,17h56m13.33s,269.055542,-29d11m56.7s,-29.199083,0.04383,13.93,0.97,0.231,5650,8580,2458277.14,0.284,29.003,13.47,0.512,1.827,6.022,17.19,,0.336,4.22,0.95931,-2.12513,,,-0.023,0.178,-0.58,-0.637,4.46,,,,,,,15.3,,,,,,,,,,,,,,,,,
OGLE-2013-BLG-0911L b,17h55m31.98s,268.88325,-29d15m13.8s,-29.253833,,,,,,8000,2456537.311,-0.004626,98.275,0.971,7.084,345.6,2.092,18.104,,,,0.83633,-2.02265,,0.271,0.271,0.006,,,0.757,,,,,,,18.109,,,,,,,,26.42,22.8,,19.99,19.64,,1.514,,,
MOA-2010-BLG-353L b,18h05m12.94s,271.303917,-27d17m35.64s,-27.293233,0.27,86,1.72,0.18,6430,8000,2455381.24,-0.79,11.3,21,1.45,14,4.17,17.73,,0.187,,3.59785,-2.90361,,,,,,,3.97,,,,,,,16.55,,,,,,,,,,,,,,1.18,,,
KMT-2016-BLG-2142L b,17h52m26.88s,268.112,-29d23m04.42s,-29.384562,,,,,,,2457612.25,0.15,6.08,5.09,1.21,2090,3.94,,,0.122,8.622,0.38314,-1.50874,,,,,,,0.781,,,,,,,18.33,,,,,,,,,,,,,,,,,
KMT-2016-BLG-1820L b,17h55m03.54s,268.76474,-29d31m00.91s,-29.51692,4.57,1450,1.08,0.039,6260,,2457632.19,0.24,4.81,6.56,1.4,1130,3.04,,,0.123,9.341,0.55685,-2.06591,,,,,,,0.807,,,,,,,17.79,,,,,,,,,,,,,,,,,
KMT-2016-BLG-2142L b,17h52m26.88s,268.112,-29d23m04.42s,-29.384562,15.49,4923,0.83,0.073,7010,,2457612.54,0.14,5.15,6.42,0.97,2030,3.96,,,0.122,8.622,0.38314,-1.50874,,,,,,,0.781,,,,,,,18.33,,,,,,,,,,,,,,,,,
KMT-2018-BLG-1990L b,17h53m44.49s,268.435375,-22d09m09.14s,-22.152539,0.649,206,0.947,0.111,950,,2458230.343,0.039,45.646,1.223,1.115,55.91,2.53,19.36,,,,6.76186,1.91343,,,1.4,0.075,-3.58,-0.367,,,0.056,,,,,16.79,,,,,,,,,,,,,,,,,
OGLE-2012-BLG-0950L b,18h08m04.62s,272.019257,-29d43m53.7s,-29.731583,0.09,30,2.6,0.47,2600,,2456151.49,0.101,68.7,3,1.004,1.9,5.083,19.29,,0.99,5.3,1.76466,-4.63415,,0.26,0.17,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
OGLE-2012-BLG-0950L b,18h08m04.62s,272.019257,-29d43m53.7s,-29.731583,0.12,39,3.1,0.63,3200,,2456151.48,-0.101,67.8,3.1,1.004,1.9,1.195,19.29,,0.99,5.3,1.76466,-4.63415,,0.19,0.09,-0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,
KMT-2018-BLG-0029L b,17h37m52.67s,264.469458,-27d59m04.92s,-27.9847,0.0239,7.59,4.27,1.14,3380,8200,2458294.716,0.027,173.95,0.4472,1,0.1829,1.531,,,1.56,3.3,359.90973,1.94743,,0.132,-0.086,0.1,,,0.7,,0.078,,,,,,,,18.24,,,,,,,,,,,3.39,,,
MOA-2011-BLG-291L b,17h55m28.29s,268.867889,-29d10m14.4s,-29.170666,0.057,18,0.69,0.15,4400,4900,2455747.963,-0.00729,23.5,,1.197,3.8,3.072,20.747,,0.129,2.01,0.90149,-1.96921,,,,,,,0.882,,0.148,,,23.468,,19.143,,,,,,,,,,,,23.4,2.972,1.604,,,
OGLE-2012-BLG-0026L b,17h34m18.70s,263.577917,-27d08m33.9s,-27.14275,0.145,46.1,4,1.06,4019,7390,,,94.12,,,,,,,0.98,,0.19492,3.0665,,,,,,,1.54,,,,,,,,,,16.56,,,,,20.66,19,,16.39,,,,,0.525,
OGLE-2015-BLG-1771L b,17h55m11.76s,268.799,-28d51m45.90s,-28.86275,2.331,740.9,0.55,0.049,6850,,2457235.51,0.242,2.49,8.27,1.119,455,3.349,20.91,22.04,0.071,10.4,1.13728,-1.76209,,,,,,,0.65,,,,,,,18.62,,,,,,,,,,,,,,,,,
OGLE-2015-BLG-0051L b,17h58m39.01s,269.662537,-28d01m54.1s,-28.031694,0.72,230,0.73,0.1,8200,,2457083.081,0.224,10.81,45.3,0.963,74.3,5.358,,,0.093,3.15,2.23753,-2.00271,,,,,,,4.4,,,,,,,14.5,,,,,,,,,,,,,,,,,
OGLE-2016-BLG-0613L AB b,17h57m02.50s,269.260406,-28d06m58.2s,-28.116167,4.18,1330,6.4,0.72,3410,,2457490.135,0.048,51.45,0.3,1.064,55.4,4.672,22.25,19.55,1.2,8.5,1.98694,-1.73756,,,,,,,,,,,,,,14.38,,,18.96,,,,,,,,,,,2.19,,,
MOA-2009-BLG-319L b,18h06m58.13s,271.742208,-26d49m10.9s,-26.819692,0.212,67.3,2.03,0.524,7050,8250,2455006.995,-0.0061,16.72,,0.9756,3.856,-2.6299,19.994,,0.296,6.472,4.20225,-3.01439,,,,,,,0.576,,0.0319,,,21.712,19.678,18.878,,,,,18.12,,,,,,,19.98,2.036,1.116,,,
OGLE-2005-BLG-169L b,18h06m05.32s,271.522167,-30d43m57.5s,-30.732639,0.0415,13.2,3.4,0.65,4000,8500,,0.001267,43.63,,,0.615,,20.81,,0.838,7.44,0.67689,-4.74007,0.11,,,,,,,,0.0202,,,,,,,,18.81,,,,,,,,18.2,,,,,0.374,
OGLE-2016-BLG-0613L AB b,17h57m02.50s,269.260406,-28d06m58.2s,-28.116167,2.75,874,3.15,0.81,3210,,2457494.177,0.022,71.9,0.23,0.872,32.4,5.35,22.9,19.51,1.15,5.86,1.98694,-1.73756,,,,,,,,,,,,,,14.38,,,19.61,,,,,,,,,,,2.19,,,
OGLE-2019-BLG-0468L c,17h45m37.44s,266.406,-24d26m50.2s,-24.447278,10.22,3248.20632,2.77,0.92,4400,,2458594.422,0.01198,75.24,0.52,0.717,105.6,2.633,22.018,,0.91,4.41,3.83406,2.33632,,,,,,,0.47,,,,,,,19.431,,,,,,,,,,,,,,5.163,,,
OGLE-2018-BLG-1269L b,17h58m46.42s,269.693417,-27d37m04.6s,-27.617944,0.74,240,4.75,1.18,2640,,2458343.895,-0.143,69.597,0.5941,1.124,5.957,-1.891,19.42,,1.602,8.29,2.61007,-1.82023,,,0.174,0.029,-0.219,0.205,0.948,,,,,,,17.44,,,,,,,,,17.3,,,,,1.98,,,
MOA-2012-BLG-505L b,17h52m34.34s,268.143097,-32d02m24.33s,-32.040093,0.0211,6.7,0.9,0.1,7210,,2456136.056,0.0076002,9.8335,2.8322,1.1266,2.0521,2.3782,21.29,,0.121,4.3971,358.10757,-2.88066,,,,,,,0.342,,,,,,,19.52,,,,,,,,,,25.34,24.43,23.93,,1.77,,,
OGLE-2012-BLG-0026L b,17h34m18.70s,263.577917,-27d08m33.9s,-27.14275,0.11,35,3.82,0.82,4080,8130,2455991.52,0.0092,93.92,1.72,1.034,1.3,4.999,,,0.91,,0.19492,3.0665,,,-0.072,0.114,,,1.55,,,,,,,17.23,,,,,,,,,,,,,,,,,
OGLE-2016-BLG-1195L b,17h55m23.5s,268.847931,-30d12m26.1s,-30.207251,0.0045,1.43,1.16,0.078,3910,,2457568.769,-0.0533,9.94,2.86,1.0856,0.56,-0.969,18.99,,0.286,8.7,359.99627,-2.47579,,,-0.2158,-0.382,,,0.82,,,,,,,17.84,,,,,,,,,,,,,,,,,
OGLE-2016-BLG-1190L b,17h58m52.30s,269.717926,-27d36m48.8s,-27.613556,13.38,4253,2.04,0.89,6740,8700,2457582.154,0.00018,94.034,0.908,0.604,144,-0.039,,,0.49,,2.6247,-1.83687,,,-0.066,0.012,-0.366,1.53,0.455,,,,,,,19.35,,,19.06,,,,,,,,,,,,,,
OGLE-2018-BLG-0740L b,18h08m42.47s,272.176958,-29d50m08.9s,-29.835806,4.8,1500,5,1,3200,8000,2458254.223,0.033,70.12,0.5,1.26,45.4,2.512,21.54,17.13,1.24,6.5,1.73882,-4.80424,0.188,,,,,,0.28,,,,,,,21.53,,,,,,,16.87,18.21,17.13,,,,,0.5,,,
OGLE-2018-BLG-1700L b,17h59m49.45s,269.956042,-28d31m43.10s,-28.528639,4.4,1400,2.8,0.42,7600,10700,2458385.827,0.0067,41.91,0.95,1.184,100,3.368,21.08,,0.37,3.13,1.93461,-2.47403,,,0.18,0.23,,,,,,,,,,18.96,,,,,,,17.65,,23.8,,,,,1.3,,,
OGLE-2019-BLG-0468L c,17h45m37.44s,266.406,-24d26m50.2s,-24.447278,10.14,3222.780047,5.32,0.92,4400,,2458594.411,0.01134,76.92,0.5,1.379,104.7,2.648,22.018,,0.91,4.41,3.83406,2.33632,,,,,,,0.47,,,,,,,19.431,,,,,,,,,,,,,,5.163,,,
MOA-2007-BLG-192L b,18h08m03.80s,272.015825,-27d09m00.27s,-27.150075,0.01,3.3,0.62,0.06,1000,,2454245.453,-0.0036,74.5,,1.12,1.2,2.021,21.48,,,,4.03089,-3.38766,,1.52,,,,,0.5,,0.064,,,,,19.84,,,,,,,,,,19.84,,,,1.61,,,
OGLE-2005-BLG-071L b,17h50m09.77s,267.540708,-34d40m23.5s,-34.673194,2,635.656814,,0.29,3300,,2453480.692,0.0225,73.9,,0.758,67,4.791,19.59,21.05,,,355.58019,-3.78643,,,,,,,,,,,,,,,,,,,,,,,21.3,,,,,,,,
OGLE-2018-BLG-0740L b,18h08m42.47s,272.176958,-29d50m08.9s,-29.835806,1.1,350,2,0.47,7200,8000,2458254.351,0.038,65.64,0.85,1.18,21.3,2.508,21.54,17.13,0.28,1.65,1.73882,-4.80424,0.188,,,,,,0.28,,,,,,,21.53,,,,,,,16.87,18.21,17.13,,,,,0.5,,,
OGLE-2018-BLG-0740L b,18h08m42.47s,272.176958,-29d50m08.9s,-29.835806,4.5,1400,3.4,1,3200,8000,2458254.242,0.036,64.58,0.4,0.86,42.8,2.517,21.54,17.13,1.24,7,1.73882,-4.80424,0.188,,,,,,0.28,,,,,,,21.53,,,,,,,16.87,18.21,17.13,,,,,0.5,,,
OGLE-2005-BLG-071L b,17h50m09.77s,267.540708,-34d40m23.5s,-34.673194,3.4,1100,2.1,0.46,3100,8600,2453480.679,-0.0245,68.2,0.6,0.762,71,1.495,19.5,21.36,0.87,,355.58019,-3.78643,0.2,,0.04,-0.22,0.561,-0.179,,,,,,20.83,,18.31,,,,,,,,,,,,,,1.2,,,
OGLE-2005-BLG-071L b,17h50m09.77s,267.540708,-34d40m23.5s,-34.673194,3.4,1100,2.1,0.46,3100,8600,2453480.679,0.0245,68.3,0.6,0.763,70,4.789,19.49,21.35,0.86,,355.58019,-3.78643,0.19,,-0.01,-0.22,0.569,0.415,,,,,,20.83,,18.31,,,,,,,,,,,,,,1.2,,,
OGLE-2018-BLG-1269L b,17h58m46.42s,269.693417,-27d37m04.6s,-27.617944,,,,,,,2458343.849,0.142,70.584,0.5917,1.126,5.932,1.887,19.42,,1.602,8.29,2.61007,-1.82023,,,,,,,0.948,,,,,,,17.44,,,,,,,,,17.4,,,,,1.98,,,
OGLE-2017-BLG-1375L b,17h56m37.17s,269.154875,-30d18m41.1s,-30.311417,11.28,3585,3.04,0.81,3930,,2457969.858,-0.035,101.06,0.34,0.839,133.2,-5.102,22.1,,0.99,3.56,0.03925,-2.75739,,,0.072,-0.052,,,0.34,,,,,,,19.8,,,,,,,,,,,,,,2.29,,,
OGLE-2018-BLG-1269L b,17h58m46.42s,269.693417,-27d37m04.6s,-27.617944,0.67,210,4.51,1.11,2510,,2458343.903,0.144,70.672,0.5895,1.123,5.753,1.887,19.42,,1.602,8.29,2.61007,-1.82023,,,0.187,0.011,-0.287,0.032,0.948,,,,,,,17.44,,,,,,,,,17.4,,,,,1.98,,,
OGLE-2019-BLG-0468L b,17h45m37.44s,266.406,-24d26m50.2s,-24.447278,3.43,1090.151436,3.29,0.92,4400,,2458594.422,0.01198,75.24,0.52,0.853,35.4,2.633,22.018,,0.91,4.41,3.83406,2.33632,,,,,,,0.47,,,,,,,19.431,,,,,,,,,,,,,,5.163,,,
OGLE-2014-BLG-1722L b,17h55m00.57s,268.75238,-31d28m08.6s,-31.469055,0.174,55.3,1.5,0.4,6400,,2456900.228,-0.132,23.797,7,0.754,4.451,0.23,18.87,,,,358.86307,-3.03947,,,0.189,0.094,,,,,,,,,,,,,,,,,,,,,,,,1.75,,,
KMT-2017-BLG-0165L b,17h58m35.92s,269.649667,-28d08m01.21s,-28.133669,,,,,,,2457853.72,0.036,41.775,0.7709,0.953,1.332,5.817,18.43,,,6.93,2.1434,-2.04368,,,0.049,0.088,0.416,0.369,0.63,,,1.47,,,,19.25,,,,,,,20.53,,20.86,,,,,,,,
OGLE-2015-BLG-0966L b,17h55m01.02s,268.75425,-29d02m49.6s,-29.047111,0.066,21,2.7,0.38,3300,8000,2457205.198,0.01136,57.7,1.408,1.1141,1.67,0.885,,,0.76,4.8,0.95823,-1.8212,0.19,,0.0234,-0.238,,,1.07,,,,,,,17.49,,,,,,,,,,,,,,2.07,,,
MOA-2010-BLG-117L b,18h07m49.67s,271.95697,-25d20m40.7s,-25.344639,0.54,170,2.42,0.58,3500,6900,2455419.8,0.279,120.6,,0.8601,9.5,1.963,17.95,,0.805,2.46,5.58745,-2.46794,,0.172,-0.171,-0.022,-0.643,0.29,2.2,,0.361,,,20.43,17.473,16.421,,,,,14.9,,,24.3,21.2,,,18.3,2.995,1.58,,,
OGLE-2015-BLG-0966L b,17h55m01.02s,268.75425,-29d02m49.6s,-29.047111,0.066,21,2.1,0.38,2500,4500,2457205.198,0.01136,57.7,1.408,1.1141,1.67,0.885,,,0.76,4.8,0.95823,-1.8212,0.19,,0.0234,-0.238,,,1.07,,,,,,,17.49,,,,,,,,,,,,,,2.07,,,
OGLE-2018-BLG-1011L b,17h56m03.36s,269.014,-29d04m58.4s,-29.082889,1.8,570,0.8,0.18,7100,8000,2458284.818,0.049,12.19,11.26,0.75,92.5,4.361,19.93,19.04,0.09,2.81,1.04163,-2.0354,,,,,,,1.98,,,,,,,17.33,,,,,,,18.63,,,,,,,1.68,,,
OGLE-2017-BLG-0373L b,17h57m19.06s,269.329407,-31d57m06.2s,-31.951723,0.401,127,2.424,0.248,5915,,2457840.607,0.416,11.993,2.935,1.376,15.44,2.461,,,0.288,8.81,358.6906,-3.70602,,,,,,,0.845,,0.035,4.988,,,,17.97,,,,,,,,,,,,,,,,,
MOA-2010-BLG-117L b,18h07m49.67s,271.95697,-25d20m40.7s,-25.344639,0.54,170,2.42,0.58,3500,6900,2455419.77,-0.287,116.4,,0.8566,9.52,-1.964,17.9,,0.777,2.44,5.58745,-2.46794,,0.192,0.188,-0.04,-0.643,-0.427,2.2,,0.372,,,20.38,17.473,16.421,,,,,14.85,,,24.3,21.2,,,18.3,2.995,1.58,,,
OGLE-2012-BLG-0950L b,18h08m04.62s,272.019257,-29d43m53.7s,-29.731583,0.098,31,2.4,0.5,2900,,2456151.47,0.101,68.4,3.2,0.895,1.9,5.081,19.29,,0.96,5.1,1.76466,-4.63415,,0.24,0.14,-0.19,,,0.69,,,,,,,18.4,,,,17.55,,,,,,,,,,0.86,,0.25,
OGLE-2018-BLG-1011L c,17h56m03.36s,269.014,-29d04m58.4s,-29.082889,2.8,890,0.8,0.18,7100,8000,2458284.868,0.047,12.41,11.29,1.954,160.6,4.733,19.93,19.04,0.09,2.81,1.04163,-2.0354,,,,,,,1.98,,,,,,,17.33,,,,,,,18.63,,,,,,,1.68,,,
OGLE-2015-BLG-0966L b,17h55m01.02s,268.75425,-29d02m49.6s,-29.047111,0.066,21,2.1,0.38,2500,4500,2457205.194,-0.01152,57.7,1.406,1.1147,1.68,-0.88,,,0.76,4.8,0.95823,-1.8212,0.19,,-0.0412,-0.237,,,1.07,,,,,,,17.49,,,,,,,,,,,,,,2.07,,,
OGLE-2013-BLG-0341L B b,17h52m07.49s,268.031208,-29d50m46.0s,-29.846111,,,,,,,2456402.239,-0.0334,31.97,3.1032,0.951,1.681,-0.0065,18.6103,,,,359.94991,-1.68315,,,1.557,0.981,,,2.89,,,,,,,16.35,,,,,,,,,,,,,,,,,
OGLE-2011-BLG-0265L b,17h57m47.72s,269.448833,-27d23m40.3s,-27.394528,0.56,180,1.51,0.136,3490,,2455760.093,,53.33,,1.0379,39.23,0.4531,17.57,,0.423,2.89,2.69543,-1.52073,,,0.38,0.061,0.369,-0.422,4.09,,0.5173,-6.843,,20.77,15.88,14.94,,,,,,,,,,,,,4.89,2.63,,,
OGLE-2012-BLG-0358L b,17h42m46.77s,265.694875,-24d15m39.6s,-24.261,1.85,588,0.87,0.022,1760,7600,2456040.33,-0.098,26.46,2.37,1.696,1248.6,0.722,,,0.29,4.02,3.65449,2.98611,,,1.49,-0.19,,,6.89,,,,,,,,,,,,,,,,,,,,,,,,
OGLE-2018-BLG-1269L b,17h58m46.42s,269.693417,-27d37m04.6s,-27.617944,0.69,220,4.61,1.13,2560,,,,,,,,,19.42,,1.602,8.29,2.61007,-1.82023,,,0.183,0.018,,,0.948,,,,,,,17.44,,,,,,,,,17.3,,,,,1.98,,,
OGLE-2012-BLG-0358L b,17h42m46.77s,265.694875,-24d15m39.6s,-24.261,1.82,578,0.86,0.022,1730,7600,2456057.49,-0.832,25.64,2.38,1.7,1228.1,-5.427,,,0.29,4.02,3.65449,2.98611,,,1.45,-0.38,0.05,-0.04,6.89,,,,,,,,,,,,,,,,,,,,,,,,
OGLE-2016-BLG-1195L b,17h55m23.5s,268.847931,-30d12m26.1s,-30.207251,0.0045,1.43,1.16,0.078,3910,,2457568.769,-0.05321,9.96,2.9,0.9842,0.543,-0.9684,18.99,,0.286,8.7,359.99627,-2.47579,,,-0.2154,-0.38,,,0.82,,,,,,,17.84,,,,,,,,,,,,,,,,,
OGLE-2017-BLG-1522L b,18h01m16.65s,270.319366,-28d27m43.1s,-28.461971,0.75,240,0.59,0.045,7490,,2457971.8,0.0539,7.53,6,1.21,159,6.22,,,0.065,3.16,2.15075,-2.71853,,,,,,,0.39,,,,,,,20.61,,,,,,,,,,,,,,,,,
OGLE-2012-BLG-0950L b,18h08m04.62s,272.019257,-29d43m53.7s,-29.731583,0.06,20,2.2,0.31,3400,,2456151.49,0.101,68.7,3,1.004,1.9,5.083,19.29,,0.66,3.5,1.76466,-4.63415,,0.26,0.17,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
KMT-2018-BLG-1990L b,17h53m44.49s,268.435375,-22d09m09.14s,-22.152539,0.348,111,0.763,0.094,967,,2458230.465,-0.043,45.908,1.388,0.963,35.29,3.794,19.36,,0.88,7.1,6.76186,1.91343,,,1.386,0.198,-0.359,4.139,1.23,,0.064,,,,,16.79,,,,,,,,,,,,,,,,,
OGLE-2013-BLG-0341L B b,17h52m07.49s,268.031208,-29d50m46.0s,-29.846111,0.0073,2.32,0.883,0.1452,1161,,2456409.362,-0.0233,33.41,3.0943,0.814,0.48,0.1068,18.6028,,,,359.94991,-1.68315,,,0.421,0.671,,,2.89,,,,,,,16.35,,,,,,,,,,,,,,,,,
MOA-2022-BLG-249L b,17h55m27.73s,268.865542,-28d18m21.82s,-28.306061,0.01519688,4.83,1.63,0.18,2000,,2459727.192,0.023,133.81,1.2,1.086,0.755,3.638,,,0.46,1.25,1.64781,-1.53209,,,-0.491,0.26,,,0.551,,,,,,,18.43,,,,,,,,,,,,,,,,,
OGLE-2019-BLG-0468L c,17h45m37.44s,266.406,-24d26m50.2s,-24.447278,,,,,,,2458594.304,0.01273,76.24,0.43,0.68,133.9,2.563,22.018,,0.91,4.41,3.83406,2.33632,,,,,,,0.47,,,,,,,19.431,,,,,,,,,,,,,,5.163,,,
OGLE-2017-BLG-1375L b,17h56m37.17s,269.154875,-30d18m41.1s,-30.311417,10.33,3283,2.97,0.77,3790,,2457969.866,0.034,104.27,0.33,0.84,127.6,5.102,22.1,,0.99,3.56,0.03925,-2.75739,,,0.069,-0.068,,,0.34,,,,,,,19.8,,,,,,,,,,,,,,2.29,,,
MOA-2022-BLG-249L b,17h55m27.73s,268.865542,-28d18m21.82s,-28.306061,0.01519688,4.83,1.45,0.18,2000,,2459727.192,0.023,134.11,1.2,0.967,0.801,3.638,,,0.46,1.25,1.64781,-1.53209,,,-0.465,0.267,,,0.551,,,,,,,18.43,,,,,,,,,,,,,,,,,
OGLE-2017-BLG-1049L b,17h58m08.05s,269.533542,-27d08m39.20s,-27.144222,5.53,1760,3.92,0.55,5670,,2457906.453,0.183,28.652,2.385,1.32,95.34,0.478,,,0.52,6.66,2.94995,-1.46086,,,,,,,1.25,,,,,,,17.14,,,,,,,,,,,,,,,,,
OGLE-2013-BLG-0102L b,17h52m07.08s,268.0295,-31d41m26.1s,-31.690583,14,4400,0.79,0.091,3150,,2456406.3,-0.812,37.1,11.71,0.607,1430,-6.39,,,0.41,4.06,358.36,-2.62011,,,-0.44,-0.2,-0.48,0.05,4.8,,,,,,,14.97,,,,,,,,,,,,,,,,,
MOA-2013-BLG-605L b,17h58m42.85s,272.019257,-29d23m53.66s,-29.731583,0.0102,3.24,0.93,0.024,850,,2456573.054,-0.07749,20.52,4.13,2.407,4.054,3.3182,18.142,18.542,0.452,7.86,1.76466,-4.63415,,2.316,-2.308,-0.19,0.049,-1.065,1.87,,,,,,,,,,15.886,15.59,,15.6,,,,,,,,,,,
OGLE-2016-BLG-1227L b,17h42m23.31s,265.597125,-33d45m35.2s,-33.759778,0.79,250,3.4,0.1,,,2457561.999,0.066,45.37,92,3.68,80.334,4.783,16.85,,0.098,0.79,355.52875,-1.93858,,,,,,,9.01,,4.17,3,,,,14.07,,,,,,,16.89,,,,,,,,,,
MOA-2008-BLG-379L b,17h58m49.44s,269.706,-30d11m48.95s,-30.196931,4.1,1300,2.7,0.56,3300,,2454687.897,0.00602,42.46,,0.903,68.5,5.154,21.3,17.87,0.9,7.75,0.37632,-3.11294,,,,,,,,,0.0212,,,,,19.49,,,,,,,,,,,,,,1.82,,,
KMT-2017-BLG-1038L b,17h44m41.02s,266.170917,-25d08m34.91s,-25.143031,2,640,1.8,0.37,6000,,2457992.829,0.172,21.9,4,0.851,53,5.396,,,,6.1,3.12842,2.15616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OGLE-2013-BLG-0102L b,17h52m07.08s,268.0295,-31d41m26.1s,-31.690583,13,4100,0.8,0.096,3040,,2456406.18,0.811,37.6,11.12,0.607,1300,6.36,,,0.43,4.19,358.36,-2.62011,,,0.48,-0.06,-0.31,-0.46,4.8,,,,,,,14.97,,,,,,,,,,,,,,,,,
OGLE-2011-BLG-0173L b,17h57m15.78s,269.315735,-28d14m01.9s,-28.233862,6.5,2100,0.5,0.43,5900,,2455689.211,0.851,30.15,19.9,0.222,144,5.8486,16.272,17.839,0.79,4.6,1.90945,-1.83872,,,,,,,7.5,,,,,18.949,15.78,14.599,,,,,,13.063,15.968,,,,,,,1.673,,,
OGLE-2011-BLG-0173L b,17h57m15.78s,269.315735,-28d14m01.9s,-28.233862,0.19,60,8,0.41,6100,,2455689.19,0.85,29.2,64,4.66,4.6,2.933,16.272,17.839,0.36,4.3,1.90945,-1.83872,,,,,,,7.5,,,,,18.949,15.78,14.599,,,,,,13.063,15.968,,,,,,,1.673,,,
